id_livre,titre,auteur,categorie,sous_categorie/0,sous_categorie/1,nombre_editions,note_popularite,image_url,sous_categorie/2,sous_categorie/3,sous_categorie/4
1628,Recherche pédagogique,L.R. Gay,Éducation,Recherche,,40,4,https://covers.openlibrary.org/b/id/4957905-L.jpg,,,
1629,Démocratie et éducation,John Dewey,Éducation,Éducation,,40,4,https://covers.openlibrary.org/b/id/6738842-L.jpg,,,
1630,Succès avec la SV,Systèmes éducatifs Alpha Plus,Éducation,Arts du langage,,39,3.9,,,,
1631,Le guide du Collège,Rachel Winston,Éducation,Éducation,,39,3.9,,,,
1632,Voyages d’enquête,demandé,Éducation,Éducation,,39,3.9,,,,
1633,Les gens ordinaires,G.D.H. (George Douglas Howard) Cole,Éducation,Conditions économiques,,39,3.9,https://covers.openlibrary.org/b/id/9316478-L.jpg,,,
1634,Œuvres complètes de John Stuart Mill,John M. Robson,Éducation,Utilitarisme,,38,3.8,https://covers.openlibrary.org/b/id/10037005-L.jpg,,,
1635,Entre homme et homme,Martin Buber,Éducation,Éducation,,38,3.8,https://covers.openlibrary.org/b/id/1213675-L.jpg,,,
1636,Toits pointus. Pèlerinage,Dorothée Richardson,Éducation,Femmes,,38,3.8,https://covers.openlibrary.org/b/id/1760199-L.jpg,,,
1637,Les devins,Marguerite Laurence,Éducation,Fiction en anglais,,38,3.8,https://covers.openlibrary.org/b/id/7231940-L.jpg,,,
1638,Trois tasses de thé,Greg Mortenson,Éducation,New York:paperback_nonfiction=2007-01-28,,38,3.8,https://covers.openlibrary.org/b/id/6425044-L.jpg,,,
1639,LIVRE,Galeron Consulting LLC,Éducation,Éducation,,37,3.7,,,,
1640,Anatomie et physiologie humaines,Elaine Nicpon Marieb,Éducation,Anatomie humaine,,37,3.7,https://covers.openlibrary.org/b/id/13245920-L.jpg,,,
1641,La psychologie de l'apprentissage et de la motivation,Brian H.Ross,Éducation,Psychologie,,37,3.7,https://covers.openlibrary.org/b/id/9582207-L.jpg,,,
1642,Marie Erskine,Jacob Abbott,Éducation,La vie à la campagne,,36,3.6,https://covers.openlibrary.org/b/id/5772391-L.jpg,,,
1643,Unterm Rad,Hermann Hesse,Éducation,Fiction,,36,3.6,https://covers.openlibrary.org/b/id/14029720-L.jpg,,,
1644,Zhonghua da dian,"""Zhonghua da dian"" gong zuo wei yuan hui",Éducation,Littérature chinoise,,36,3.6,https://covers.openlibrary.org/b/id/13220645-L.jpg,,,
1645,Oraisons et discours à diverses occasions,Edward Everett,Éducation,Discours,adresses,36,3.6,https://covers.openlibrary.org/b/id/5882162-L.jpg,etc.,Américain,
1646,Discours,Fidel Castro,Éducation,communisme,,35,3.5,https://covers.openlibrary.org/b/id/5353626-L.jpg,,,
1647,Mission 2,Ministères du Sommet,Éducation,Éducation,,35,3.5,,,,
1648,Stratégies de motivation et d'apprentissage pour la réussite universitaire,Myron H.Dembo,Éducation,Motivation à la réussite,,35,3.5,https://covers.openlibrary.org/b/id/10859964-L.jpg,,,
1649,Iwanami Kihon Roppō,Japon.,Éducation,Victimes de la bombe atomique,,35,3.5,https://covers.openlibrary.org/b/id/5633621-L.jpg,,,
1650,La fête de Larry,Carol Boucliers,Éducation,Général,,35,3.5,https://covers.openlibrary.org/b/id/9157760-L.jpg,,,
1651,Programme de compréhension de lecture de l'échelle de Jacob,Joyce VanTassel-Baska,Éducation,Éducation,,34,3.4,https://covers.openlibrary.org/b/id/11756103-L.jpg,,,
1652,Circulaire,Église catholique. Archidiocèse de Québec. Administrateur (1855-1867 : Baillargeon),Éducation,Choléra asiatique,,34,3.4,https://covers.openlibrary.org/b/id/7032612-L.jpg,,,
1653,Le monde hanté par les démons,Carl Sagan,Éducation,Choix du personnel de la bibliothèque ouverte,,34,3.4,https://covers.openlibrary.org/b/id/13129044-L.jpg,,,
1654,Société de déscolarisation,Ivan Illich,Éducation,Éducation,,34,3.4,https://covers.openlibrary.org/b/id/5417356-L.jpg,,,
1655,L'enseignement supérieur en Amérique,Thorstein Veblen,Éducation,Enseignement supérieur,,34,3.4,https://covers.openlibrary.org/b/id/3997235-L.jpg,,,
1656,"L'enseignant, ou, Influences morales employées dans l'instruction et le gouvernement des jeunes",Jacob Abbott,Éducation,Enseignement,,34,3.4,https://covers.openlibrary.org/b/id/5698994-L.jpg,,,
1657,Minima moralia ; reflets d'une vie endommagée,Theodor W. Adorno,Éducation,Adorno,Théodore W.,33,3.3,https://covers.openlibrary.org/b/id/5264242-L.jpg,1903-1969,,
1658,Mariage,H.G. Wells,Éducation,Fiction,,33,3.3,https://covers.openlibrary.org/b/id/5551051-L.jpg,,,
1659,Leçons de vie,Max Lucado,Éducation,Commentaires,,32,3.2,https://covers.openlibrary.org/b/id/1798224-L.jpg,,,
1660,Mon éducation plus large,Booker T. Washington,Éducation,Biographie,,32,3.2,https://covers.openlibrary.org/b/id/1972743-L.jpg,,,
1661,Applications et innovations de l'intelligence artificielle,Lazaros S. Iliadis,Éducation,Intelligence artificielle,,32,3.2,https://covers.openlibrary.org/b/id/9336633-L.jpg,,,
1662,L'âme d'un évêque,H.G. Wells,Éducation,Littérature classique,,32,3.2,https://covers.openlibrary.org/b/id/5837901-L.jpg,,,
1663,L'école moderne,Francisco Ferrer Guardia,Éducation,Éducation,,32,3.2,https://covers.openlibrary.org/b/id/4464967-L.jpg,,,
1664,Grandir en Nouvelle-Guinée,Marguerite Mead,Éducation,Enfants,,31,3.1,https://covers.openlibrary.org/b/id/4656833-L.jpg,,,
1665,"L'Antisémitisme, son histoire et ses causes",Bernard Lazare,Éducation,Antisémitisme,,31,3.1,https://covers.openlibrary.org/b/id/1447726-L.jpg,,,
1666,Rebecca de la ferme Sunnybrook,Kate Douglas Smith Wiggin,Éducation,Vie sociale et coutumes,,31,3.1,https://covers.openlibrary.org/b/id/102172-L.jpg,,,
1667,Colline d'été,A. S. Neill,Éducation,Développement de l'enfant,,31,3.1,https://covers.openlibrary.org/b/id/6566975-L.jpg,,,
1668,MATHSPACE TENNESSEE,Espace mathématique,Éducation,Éducation,,30,3,https://covers.openlibrary.org/b/id/14762056-L.jpg,,,
1669,Fondamentaux,Pivot Point International,Éducation,Éducation,,30,3,,,,
1670,Apprendre les compétences de vie avec Mya,E.Moore,Éducation,Fiction pour enfants,,30,3,,,,
1671,"Sésame et Lys, trois conférences",John Ruskin,Éducation,Livres et lecture,,30,3,https://covers.openlibrary.org/b/id/526624-L.jpg,,,
1672,Introduction à la biologie végétale,Kingsley R. Stern,Éducation,Botanique,,30,3,https://covers.openlibrary.org/b/id/3862240-L.jpg,,,
1673,"Histoire de Pestalozzi, de sa pensée et de son œuvre","Guimps, Roger de Baron.",Éducation,Biographie,,29,2.9,https://covers.openlibrary.org/b/id/5710858-L.jpg,,,
1674,Je suis fier de qui je suis,B. Woster,Éducation,Fiction pour enfants,,29,2.9,https://covers.openlibrary.org/b/id/14778478-L.jpg,,,
1675,L'école et la société,John Dewey,Éducation,Buts et objectifs,,29,2.9,https://covers.openlibrary.org/b/id/313362-L.jpg,,,
1676,Mésalliance,George Bernard Shaw,Éducation,Drame,,29,2.9,https://covers.openlibrary.org/b/id/3221743-L.jpg,,,
1677,"Adèle et Théodore, ou, Lettres sur l'éducation","Stéphanie Félicité, comtesse de Genlis",Éducation,Éducation,,29,2.9,https://covers.openlibrary.org/b/id/6022767-L.jpg,,,
1678,Comment les enfants apprennent,John Caldwell Holt,Éducation,Éducation,,29,2.9,https://covers.openlibrary.org/b/id/4276905-L.jpg,,,
1679,Gestion globale de la classe,Vernon Jones,Éducation,Analyse des interactions en éducation,,29,2.9,https://covers.openlibrary.org/b/id/138024-L.jpg,,,
1680,"Une histoire scolaire de la race noire en Amérique, de 1619 à 1890",Edward Austin Johnson,Éducation,Afro-Américains,,29,2.9,https://covers.openlibrary.org/b/id/5697397-L.jpg,,,
1681,LIVRE 4,Galeron Consulting LLC,Éducation,Éducation,,29,2.9,,,,
1682,"Enseignants, écoles et société",Myra Sadker,Éducation,Éducation,,29,2.9,https://covers.openlibrary.org/b/id/1082661-L.jpg,,,
1683,Critique de la psychanalyse,Carl Gustav Jung,Éducation,Psychanalyse,,29,2.9,https://covers.openlibrary.org/b/id/442957-L.jpg,,,
1684,Éducation multiculturelle,James A. Banks,Éducation,Éducation multiculturelle,,29,2.9,https://covers.openlibrary.org/b/id/12360512-L.jpg,,,
1685,Les couleurs des animaux de Brian Wildsmith,Brian Wildsmith,Éducation,Couleurs,,29,2.9,https://covers.openlibrary.org/b/id/2123757-L.jpg,,,
1686,Âge de discontinuité,Peter F. Drucker,Éducation,Développement économique,,29,2.9,https://covers.openlibrary.org/b/id/13655581-L.jpg,,,
1687,C'est l'ours,Sarah Hayes,Éducation,Fiction,,28,2.8,https://covers.openlibrary.org/b/id/2581524-L.jpg,,,
1688,Études d'échelle,Sean Burdette,Éducation,Musique,,28,2.8,,,,
1689,Apprendre à enseigner au secondaire,Susan-Anne Capel,Éducation,Gestion de classe,,28,2.8,https://covers.openlibrary.org/b/id/12848084-L.jpg,,,
1690,Les bosquets de l'université,Marie McCarthy,Éducation,Professeurs du Collège,,28,2.8,https://covers.openlibrary.org/b/id/116191-L.jpg,,,
1691,Histoire générale des choses de Nueva España,Bernardino de Sahagun,Éducation,Antiquités,,28,2.8,https://covers.openlibrary.org/b/id/4241852-L.jpg,,,
1692,"L'accident de la jeune femme, ou, Une introduction courte et facile à la grammaire anglaise",Caleb Bingham,Éducation,Premiers travaux vers 1800,,28,2.8,,,,
1693,L'esprit américain dans l'éducation,Edwin Emery Slosson,Éducation,Éducation,,27,2.7,https://covers.openlibrary.org/b/id/5926823-L.jpg,,,
1694,Méditations intempestives,Frédéric Nietzsche,Éducation,Étude et enseignement,,27,2.7,https://covers.openlibrary.org/b/id/4224350-L.jpg,,,
1695,Comment faire,Edward Everett Hale,Éducation,Éducation,,27,2.7,https://covers.openlibrary.org/b/id/2895413-L.jpg,,,
1696,"The Goose Step, une étude de l'éducation américaine",Upton Sinclair,Éducation,Éducation,,27,2.7,https://covers.openlibrary.org/b/id/1790382-L.jpg,,,
1697,Mathématiques,Ontario. Ministère de l'Éducation.,Éducation,Mathématiques,,27,2.7,,,,
1698,L'Angleterre et les Anglais,"Edward Bulwer Lytton, baron Lytton",Éducation,Vie sociale et coutumes,,27,2.7,https://covers.openlibrary.org/b/id/5584772-L.jpg,,,
1699,"L'éducation coloniale et l'Inde, 1781-1945",Pramod K. Nayar,Éducation,Éducation,Inde,26,2.6,https://covers.openlibrary.org/b/id/12439650-L.jpg,,,
1700,Les aventures de Huckleberry Finn,Marc Twain,Voyage,aventure et aventuriers,,2552,255.2,https://covers.openlibrary.org/b/id/8157718-L.jpg,,,
1701,Frankenstein ou le Prométhée moderne,Marie Shelley,Voyage,Frankenstein (personnage fictif),,2184,218.4,https://covers.openlibrary.org/b/id/12356249-L.jpg,,,
1702,Les mines du roi Salomon,H. Rider hagard,Voyage,Fiction pour enfants,,970,97,https://covers.openlibrary.org/b/id/8665393-L.jpg,,,
1703,Un Yankee du Connecticut à la cour du roi Arthur,Marc Twain,Voyage,Voyage dans le temps,,788,78.8,https://covers.openlibrary.org/b/id/9168732-L.jpg,,,
1704,Trois hommes dans un bateau (sans parler du chien),Jérôme Klapka Jérôme,Voyage,Histoires humoristiques,,728,72.8,https://covers.openlibrary.org/b/id/8243006-L.jpg,,,
1705,Le prisonnier de Zenda,Antoine Espoir,Voyage,Fiction,,625,62.5,https://covers.openlibrary.org/b/id/105814-L.jpg,,,
1706,Voyage,Virginie Woolf,Voyage,Relations homme-femme,fiction,465,46.5,https://covers.openlibrary.org/b/id/12621766-L.jpg,,,
1707,Cœur des Ténèbres,Joseph Conrad,Voyage,Fiction,,464,46.4,https://covers.openlibrary.org/b/id/12307847-L.jpg,,,
1708,L'Alhambra,Washington Irving,Voyage,Alhambra,,459,45.9,https://covers.openlibrary.org/b/id/8237030-L.jpg,,,
1709,Le Tour du Monde en Quatre-Vingts Jours,Jules Verne,Voyage,Voyages vers le monde,,425,42.5,https://covers.openlibrary.org/b/id/6976035-L.jpg,,,
1710,À la dure,Marc Twain,Voyage,19ème siècle,,408,40.8,https://covers.openlibrary.org/b/id/9165528-L.jpg,,,
1711,Os Lusiadas,Luís de Camões,Voyage,Poésie,,367,36.7,https://covers.openlibrary.org/b/id/5943496-L.jpg,,,
1712,Méditations,Marc Aurèle,Voyage,Premiers travaux vers 1800,,365,36.5,https://covers.openlibrary.org/b/id/211529-L.jpg,,,
1713,"Le carnet de croquis de Geoffrey Crayon, Esq",Washington Irving,Voyage,Fiction,,351,35.1,https://covers.openlibrary.org/b/id/7162030-L.jpg,,,
1714,Seigneur Jim,Joseph Conrad,Voyage,Fiction,,345,34.5,https://covers.openlibrary.org/b/id/8236295-L.jpg,,,
1715,Deux ans avant le mât,Richard Henry Dana,Voyage,Alerte (Brig : 1843-1862),,334,33.4,https://covers.openlibrary.org/b/id/8245243-L.jpg,,,
1716,Tom Sawyer à l'étranger,Marc Twain,Voyage,Ascensions en ballon,,333,33.3,https://covers.openlibrary.org/b/id/9162125-L.jpg,,,
1717,Astoria,Washington Irving,Voyage,Voyage terrestre vers la côte Pacifique,,321,32.1,https://covers.openlibrary.org/b/id/448955-L.jpg,,,
1718,Naviguer seul autour du monde,Josué Slocum,Voyage,Pulvérisation (Sloop),,294,29.4,https://covers.openlibrary.org/b/id/8247067-L.jpg,,,
1719,Martin Chuzzlewit,Charles Dickens,Voyage,Vie sociale et coutumes,,290,29,https://covers.openlibrary.org/b/id/13112817-L.jpg,,,
1720,Marguerite Miller,Henri James,Voyage,Fiction,,244,24.4,https://covers.openlibrary.org/b/id/6482238-L.jpg,,,
1721,Picasso,Pablo Picasso,Voyage,20e siècle,,240,24,https://covers.openlibrary.org/b/id/2238306-L.jpg,,,
1722,Vie de Samuel Johnson,James Boswell,Voyage,Biographie,,238,23.8,https://covers.openlibrary.org/b/id/5785491-L.jpg,,,
1723,Notes américaines,Charles Dickens,Voyage,Description et voyage,,233,23.3,https://covers.openlibrary.org/b/id/8236357-L.jpg,,,
1724,Meurtre à l'Orient Express,Agathe Christie,Voyage,Agathe Christie,,221,22.1,https://covers.openlibrary.org/b/id/11100465-L.jpg,,,
1725,L’expérience muséale revisitée,John H. Falk,Voyage,Musées,,219,21.9,https://covers.openlibrary.org/b/id/13195762-L.jpg,,,
1726,Tout est bien qui finit bien,Guillaume Shakespeare,Voyage,Drame,,218,21.8,https://covers.openlibrary.org/b/id/7338455-L.jpg,,,
1727,Une semaine sur les rivières Concord et Merrimack,Henri David Thoreau,Voyage,Description et voyage,,217,21.7,https://covers.openlibrary.org/b/id/8244612-L.jpg,,,
1728,La Leyde des jeunes Werthers,Johann Wolfgang von Goethe,Voyage,Traductions en anglais,,211,21.1,https://covers.openlibrary.org/b/id/7187281-L.jpg,,,
1729,Le retour de l'indigène,Thomas Hardy,Voyage,Personnes ayant un handicap visuel,fiction,205,20.5,https://covers.openlibrary.org/b/id/8162989-L.jpg,,,
1730,"Martin Rattler, ou, Les aventures d'un garçon dans les forêts du Brésil",Robert Michael Ballantyne,Voyage,Histoires pour enfants,écossais,204,20.4,https://covers.openlibrary.org/b/id/1813742-L.jpg,,,
1731,Un clochard à l'étranger,Marc Twain,Voyage,Auteurs américains,,197,19.7,https://covers.openlibrary.org/b/id/9168741-L.jpg,,,
1732,Les Essais d'Elia,Charles Lamb,Voyage,essais en anglais,,187,18.7,https://covers.openlibrary.org/b/id/8876245-L.jpg,,,
1733,Une chambre avec vue,E. M. Forster,Voyage,britannique,,185,18.5,https://covers.openlibrary.org/b/id/1748132-L.jpg,,,
1734,Les innocents à l'étranger,Marc Twain,Voyage,Description et voyage,,177,17.7,https://covers.openlibrary.org/b/id/8221271-L.jpg,,,
1735,Mort sur le Nil,Agathe Christie,Voyage,Belges,,165,16.5,https://covers.openlibrary.org/b/id/14066646-L.jpg,,,
1736,Mademoiselle Fifi,Guy de Maupassant,Voyage,Traductions en anglais,,162,16.2,https://covers.openlibrary.org/b/id/6468088-L.jpg,,,
1737,La Compagnie de la Baie d'Hudson,Robert Michael Ballantyne,Voyage,Compagnie de la Baie d'Hudson,,161,16.1,https://covers.openlibrary.org/b/id/1802733-L.jpg,,,
1738,La vie sur le Mississippi,Marc Twain,Voyage,Auteurs américains,,157,15.7,https://covers.openlibrary.org/b/id/9164717-L.jpg,,,
1739,Paul Klee,Paul Klee,Voyage,Catalogues raisonnés,,150,15,https://covers.openlibrary.org/b/id/13174486-L.jpg,,,
1740,"Les aventures du capitaine Bonneville, U.S.A.",Washington Irving,Voyage,Description et voyage,,145,14.5,https://covers.openlibrary.org/b/id/8233401-L.jpg,,,
1741,Les chasseurs de gorilles,Robert Michael Ballantyne,Voyage,Gorille,,144,14.4,https://covers.openlibrary.org/b/id/2754310-L.jpg,,,
1742,Par le roi,Le roi Jacques VI et moi,Voyage,Administration de la justice,,141,14.1,,,,
1743,Une enquête sur Londres,John Stow,Voyage,Histoire,,132,13.2,https://covers.openlibrary.org/b/id/8230375-L.jpg,,,
1744,Horizon perdu,James Hilton,Voyage,Fiction,,130,13,https://covers.openlibrary.org/b/id/4656607-L.jpg,,,
1745,L'Américain,Henri James,Voyage,Manuscrits américains,,126,12.6,https://covers.openlibrary.org/b/id/8245158-L.jpg,,,
1746,Feuilles de palmier nain,Harriet Beecher-Stowe,Voyage,Description et voyage,,122,12.2,https://covers.openlibrary.org/b/id/5583343-L.jpg,,,
1747,Les rivaux,Richard Brinsley Sheridan,Voyage,Drame britannique et irlandais (œuvres dramatiques d'un auteur),,122,12.2,https://covers.openlibrary.org/b/id/905015-L.jpg,,,
1748,Leur parcours de mariage,William Dean Howells,Voyage,Littérature classique,,118,11.8,https://covers.openlibrary.org/b/id/14822344-L.jpg,,,
1749,Le fil du rasoir,William Somerset Maugham,Voyage,Guerre mondiale,1914-1918,118,11.8,https://covers.openlibrary.org/b/id/97505-L.jpg,,,
1750,"Les journaux d'André Gide, 1889-1949",André Gide,Voyage,Auteurs,,117,11.7,https://covers.openlibrary.org/b/id/6519760-L.jpg,,,
1751,Gascoyne,Robert Michael Ballantyne,Voyage,Fiction,histoires de mer,117,11.7,https://covers.openlibrary.org/b/id/5850043-L.jpg,,,
1752,Sud : l'histoire de l'expédition de Shackleton de 1914 à 1917,Sir Ernest Henry Shackleton,Voyage,britannique,,116,11.6,https://covers.openlibrary.org/b/id/6418091-L.jpg,,,
1753,Colomb,Washington Irving,Voyage,Expéditions d'exploration,,115,11.5,https://covers.openlibrary.org/b/id/5890614-L.jpg,,,
1754,Cap Cod,Henri David Thoreau,Voyage,Description et voyage,,115,11.5,https://covers.openlibrary.org/b/id/1468928-L.jpg,,,
1755,Les voyages de Marco Polo,Marco Polo,Voyage,Description et voyage,,114,11.4,https://covers.openlibrary.org/b/id/8237917-L.jpg,,,
1756,Ker-fleur !,artnoose,Voyage,Vélo,,112,11.2,,,,
1757,Les bois du Maine,Henri David Thoreau,Voyage,Description et voyage,,112,11.2,https://covers.openlibrary.org/b/id/10873097-L.jpg,,,
1758,Peer Gynt,Henrik Ibsen,Voyage,Drame,,111,11.1,https://covers.openlibrary.org/b/id/3324275-L.jpg,,,
1759,Aus mon Leben,Johann Wolfgang von Goethe,Voyage,Plantes,,111,11.1,https://covers.openlibrary.org/b/id/8237921-L.jpg,,,
1760,Les forêts du Canada,Catherine Parr Traill,Voyage,Description et voyage,,106,10.6,https://covers.openlibrary.org/b/id/2879771-L.jpg,,,
1761,Un mystère caribéen,Agathe Christie,Voyage,Agathe Christie,,105,10.5,https://covers.openlibrary.org/b/id/14578132-L.jpg,,,
1762,"L'histoire, civile et commerciale, des colonies britanniques aux Antilles... : en deux volumes",Bryan Edwards,Voyage,Botanique,,105,10.5,https://covers.openlibrary.org/b/id/2496690-L.jpg,,,
1763,Lieux queer,Élisa Rollé,Voyage,Minorités sexuelles,,105,10.5,https://covers.openlibrary.org/b/id/11356389-L.jpg,,,
1764,Les travaux de Goethe,Johann Wolfgang von Goethe,Voyage,Traductions en anglais,,105,10.5,https://covers.openlibrary.org/b/id/5760460-L.jpg,,,
1765,Un dictionnaire de la langue anglaise,Samuel Johnson,Voyage,langue anglaise,,104,10.4,https://covers.openlibrary.org/b/id/5952171-L.jpg,,,
1766,D'une mer à l'autre ; lettres de voyage,Rudyard Kipling,Voyage,Voyages et voyages,,103,10.3,https://covers.openlibrary.org/b/id/5556958-L.jpg,,,
1767,Sentier de la Californie et de l'Oregon,Francis Parkman,Voyage,Description et voyage,,103,10.3,https://covers.openlibrary.org/b/id/8235260-L.jpg,,,
1768,Hommage à la Catalogne,Georges Orwell,Voyage,Récits personnels en anglais,,101,10.1,https://covers.openlibrary.org/b/id/7282177-L.jpg,,,
1769,Photos d'Italie,Charles Dickens,Voyage,Vie sociale et coutumes,,99,9.9,https://covers.openlibrary.org/b/id/9280483-L.jpg,,,
1770,Voyages en Arabie Déserte,Charles Montagu Doughty,Voyage,Descriptions et voyages,,98,9.8,https://covers.openlibrary.org/b/id/5944547-L.jpg,,,
1771,Loin dans le désert,Robert Michael Ballantyne,Voyage,Fiction,général,95,9.5,https://covers.openlibrary.org/b/id/1799053-L.jpg,,,
1772,"Le monde des glaces, ou, Aventures dans les régions polaires",Robert Michael Ballantyne,Voyage,Pêche à la baleine,,94,9.4,https://covers.openlibrary.org/b/id/5635204-L.jpg,,,
